Table: DT_TEWorldDecal, Prop: m_vecOrigin, Offset: 0x20
Table: DT_TEBloodSprite, Prop: a, Offset: 0x44
Table: DT_TEBloodSprite, Prop: m_nSprayModel, Offset: 0x4C
Table: DT_TEBloodSprite, Prop: m_nDropModel, Offset: 0x48
Table: DT_TEBloodSprite, Prop: m_nSize, Offset: 0x50
Table: DT_TEBeamSpline, Prop: m_nPoints, Offset: 0xE0
Table: DT_TEBeamSpline, Prop: m_vecPoints[0], Offset: 0x20
Table: DT_TEBeamSpline, Prop: m_vecPoints[0], Offset: 0x0
Table: DT_TEBeamSpline, Prop: m_vecPoints[1], Offset: 0xC
Table: DT_TEBeamSpline, Prop: m_vecPoints[2], Offset: 0x18
Table: DT_TEBeamSpline, Prop: m_vecPoints[3], Offset: 0x24
Table: DT_TEBeamSpline, Prop: m_vecPoints[4], Offset: 0x30
Table: DT_TEBeamSpline, Prop: m_vecPoints[5], Offset: 0x3C
Table: DT_TEBeamSpline, Prop: m_vecPoints[6], Offset: 0x48
Table: DT_TEBeamSpline, Prop: m_vecPoints[7], Offset: 0x54
Table: DT_TEBeamSpline, Prop: m_vecPoints[8], Offset: 0x60
Table: DT_TEBeamSpline, Prop: m_vecPoints[9], Offset: 0x6C
Table: DT_TEBeamSpline, Prop: m_vecPoints[10], Offset: 0x78
Table: DT_TEBeamSpline, Prop: m_vecPoints[11], Offset: 0x84
Table: DT_TEBeamSpline, Prop: m_vecPoints[12], Offset: 0x90
Table: DT_TEBeamSpline, Prop: m_vecPoints[13], Offset: 0x9C
Table: DT_TEBeamSpline, Prop: m_vecPoints[14], Offset: 0xA8
Table: DT_TEBeamSpline, Prop: m_vecPoints[15], Offset: 0xB4
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamRingPoint, Prop: m_vecCenter, Offset: 0x60
Table: DT_TEBeamRingPoint, Prop: m_flStartRadius, Offset: 0x6C
Table: DT_TEBeamRingPoint, Prop: m_flEndRadius, Offset: 0x70
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamRing, Prop: m_nStartEntity, Offset: 0x60
Table: DT_TEBeamRing, Prop: m_nEndEntity, Offset: 0x64
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamPoints, Prop: m_vecStartPoint, Offset: 0x60
Table: DT_TEBeamPoints, Prop: m_vecEndPoint, Offset: 0x6C
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamLaser, Prop: m_nStartEntity, Offset: 0x60
Table: DT_TEBeamLaser, Prop: m_nEndEntity, Offset: 0x64
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamFollow, Prop: m_iEntIndex, Offset: 0x60
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamEnts, Prop: m_nStartEntity, Offset: 0x60
Table: DT_TEBeamEnts, Prop: m_nEndEntity, Offset: 0x64
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEBeamEntPoint, Prop: m_nStartEntity, Offset: 0x60
Table: DT_TEBeamEntPoint, Prop: m_nEndEntity, Offset: 0x64
Table: DT_TEBeamEntPoint, Prop: m_vecStartPoint, Offset: 0x68
Table: DT_TEBeamEntPoint, Prop: m_vecEndPoint, Offset: 0x74
Table: DT_BaseBeam, Prop: m_nModelIndex, Offset: 0x20
Table: DT_BaseBeam, Prop: m_nHaloIndex, Offset: 0x24
Table: DT_BaseBeam, Prop: m_nStartFrame, Offset: 0x28
Table: DT_BaseBeam, Prop: m_nFrameRate, Offset: 0x2C
Table: DT_BaseBeam, Prop: m_fLife, Offset: 0x30
Table: DT_BaseBeam, Prop: m_fWidth, Offset: 0x34
Table: DT_BaseBeam, Prop: m_fEndWidth, Offset: 0x38
Table: DT_BaseBeam, Prop: m_nFadeLength, Offset: 0x3C
Table: DT_BaseBeam, Prop: m_fAmplitude, Offset: 0x40
Table: DT_BaseBeam, Prop: m_nSpeed, Offset: 0x54
Table: DT_BaseBeam, Prop: r, Offset: 0x44
Table: DT_BaseBeam, Prop: g, Offset: 0x48
Table: DT_BaseBeam, Prop: b, Offset: 0x4C
Table: DT_BaseBeam, Prop: a, Offset: 0x50
Table: DT_BaseBeam, Prop: m_nFlags, Offset: 0x58
Table: DT_TEMetalSparks, Prop: m_vecPos, Offset: 0x20
Table: DT_TEMetalSparks, Prop: m_vecDir, Offset: 0x2C
Table: DT_TEMetalSparks, Prop: m_vecPos, Offset: 0x20
Table: DT_TEMetalSparks, Prop: m_vecDir, Offset: 0x2C
Table: DT_AnimTimeMustBeFirst, Prop: AnimTimeMustBeFirst.m_flAnimTime, Offset: 0x98
Table: DT_BaseEntity, Prop: m_flSimulationTime, Offset: 0xA0
Table: DT_BaseEntity, Prop: m_ubInterpolationFrame, Offset: 0xAC
Table: DT_BaseEntity, Prop: m_vecOrigin, Offset: 0x428
Table: DT_BaseEntity, Prop: m_angRotation, Offset: 0x434
Table: DT_BaseEntity, Prop: m_nModelIndex, Offset: 0xC4
Table: DT_BaseEntity, Prop: m_fEffects, Offset: 0xB0
Table: DT_BaseEntity, Prop: m_nRenderMode, Offset: 0xB4
Table: DT_BaseEntity, Prop: m_nRenderFX, Offset: 0x84
Table: DT_BaseEntity, Prop: m_clrRender, Offset: 0x88
Table: DT_BaseEntity, Prop: m_iTeamNum, Offset: 0xD4
Table: DT_BaseEntity, Prop: m_CollisionGroup, Offset: 0x444
Table: DT_BaseEntity, Prop: m_flElasticity, Offset: 0x2F0
Table: DT_BaseEntity, Prop: m_flShadowCastDistance, Offset: 0x2F4
Table: DT_BaseEntity, Prop: m_hOwnerEntity, Offset: 0x734
Table: DT_BaseEntity, Prop: m_hEffectEntity, Offset: 0x738
Table: DT_BaseEntity, Prop: moveparent, Offset: 0x20C
Table: DT_BaseEntity, Prop: m_iParentAttachment, Offset: 0x1F6
Table: DT_BaseEntity, Prop: movetype, Offset: 0x0
Table: DT_BaseEntity, Prop: movecollide, Offset: 0x0
Table: DT_CollisionProperty, Prop: m_Collision.m_vecMinsPreScaled, Offset: 0x230
Table: DT_CollisionProperty, Prop: m_Collision.m_vecMaxsPreScaled, Offset: 0x23C
Table: DT_CollisionProperty, Prop: m_Collision.m_vecMins, Offset: 0x248
Table: DT_CollisionProperty, Prop: m_Collision.m_vecMaxs, Offset: 0x254
Table: DT_CollisionProperty, Prop: m_Collision.m_nSolidType, Offset: 0x269
Table: DT_CollisionProperty, Prop: m_Collision.m_usSolidFlags, Offset: 0x264
Table: DT_CollisionProperty, Prop: m_Collision.m_nSurroundType, Offset: 0x268
Table: DT_CollisionProperty, Prop: m_Collision.m_triggerBloat, Offset: 0x26A
Table: DT_CollisionProperty, Prop: m_Collision.m_vecSpecifiedSurroundingMinsPreScaled, Offset: 0x26C
Table: DT_CollisionProperty, Prop: m_Collision.m_vecSpecifiedSurroundingMaxsPreScaled, Offset: 0x278
Table: DT_CollisionProperty, Prop: m_Collision.m_vecSpecifiedSurroundingMins, Offset: 0x284
Table: DT_CollisionProperty, Prop: m_Collision.m_vecSpecifiedSurroundingMaxs, Offset: 0x290
Table: DT_BaseEntity, Prop: m_iTextureFrameIndex, Offset: 0x728
Table: DT_PredictableId, Prop: predictable_id.m_PredictableID, Offset: 0xD8
Table: DT_PredictableId, Prop: predictable_id.m_bIsPlayerSimulated, Offset: 0x724
Table: DT_BaseEntity, Prop: m_bSimulatedEveryTick, Offset: 0x725
